-2.0e1 -2.0e1 4.0e2 4.0e2
-1.8687001e1 -2.0e1 3.7373993e2 3.7373993e2
-1.7374002e1 -2.0e1 3.4748016e2 3.4748016e2
-1.6061003e1 -2.0e1 3.212201e2 3.212201e2
-1.4748004e1 -2.0e1 2.9496002e2 2.9496002e2
-1.3435005e1 -2.0e1 2.6869995e2 2.6869995e2
-1.2122006e1 -2.0e1 2.4244019e2 2.4244019e2
-1.0809007e1 -2.0e1 2.1618011e2 2.1618011e2
-9.496008e0 -2.0e1 1.89920166e2 1.89920166e2
-8.183009e0 -2.0e1 1.63660187e2 1.63660187e2
-6.87001e0 -2.0e1 1.37400208e2 1.37400208e2
-5.5570111e0 -2.0e1 1.11140228e2 1.11140228e2
-4.2440121e0 -2.0e1 8.4880249e1 8.4880249e1
-2.9310132e0 -2.0e1 5.862027e1 5.862027e1
-1.6180142e0 -2.0e1 3.236029e1 3.236029e1
-3.050153e-1 -2.0e1 6.1003052e0 6.1003052e0
1.0079837e0 -2.0e1 -2.0159668e1 -2.0159668e1
2.3209827e0 -2.0e1 -4.6419647e1 -4.6419647e1
3.6339816e0 -2.0e1 -7.2679626e1 -7.2679626e1
4.9469806e0 -2.0e1 -9.8939606e1 -9.8939606e1
6.2599796e0 -2.0e1 -1.25199585e2 -1.25199585e2
7.5729785e0 -2.0e1 -1.51459564e2 -1.51459564e2
8.8859775e0 -2.0e1 -1.77719543e2 -1.77719543e2
1.01989764e1 -2.0e1 -2.0397949e2 -2.0397949e2
1.1511975e1 -2.0e1 -2.3023956e2 -2.3023956e2
1.2824974e1 -2.0e1 -2.5649933e2 -2.5649933e2
1.4137973e1 -2.0e1 -2.827594e2 -2.827594e2
1.5450972e1 -2.0e1 -3.0901947e2 -3.0901947e2
1.6763971e1 -2.0e1 -3.3527954e2 -3.3527954e2
1.807697e1 -2.0e1 -3.615393e2 -3.615393e2
1.9389969e1 -2.0e1 -3.8779938e2 -3.8779938e2
2.0702968e1 -2.0e1 -4.1405945e2 -4.1405945e2
2.2015967e1 -2.0e1 -4.4031921e2 -4.4031921e2
2.3328966e1 -2.0e1 -4.6657928e2 -4.6657928e2
2.4641965e1 -2.0e1 -4.9283936e2 -4.9283936e2
2.5954964e1 -2.0e1 -5.1909943e2 -5.1909943e2
2.7267963e1 -2.0e1 -5.4535919e2 -5.4535919e2
2.8580962e1 -2.0e1 -5.7161926e2 -5.7161926e2
2.989396e1 -2.0e1 -5.9787933e2 -5.9787933e2
3.120696e1 -2.0e1 -6.241391e2 -6.241391e2
3.2519958e1 -2.0e1 -6.5039917e2 -6.5039917e2
3.3832957e1 -2.0e1 -6.7665924e2 -6.7665924e2
3.5145956e1 -2.0e1 -7.02919e2 -7.02919e2
3.6458955e1 -2.0e1 -7.2917908e2 -7.2917908e2
3.7771954e1 -2.0e1 -7.5543915e2 -7.5543915e2
3.9084953e1 -2.0e1 -7.8169891e2 -7.8169891e2
4.0397952e1 -2.0e1 -8.0795898e2 -8.0795898e2
4.1710951e1 -2.0e1 -8.3421906e2 -8.3421906e2
4.302395e1 -2.0e1 -8.6047913e2 -8.6047913e2
4.4336949e1 -2.0e1 -8.8673889e2 -8.8673889e2
4.5649948e1 -2.0e1 -9.1299896e2 -9.1299896e2
4.6962947e1 -2.0e1 -9.3925903e2 -9.3925903e2
4.8275946e1 -2.0e1 -9.655188e2 -9.655188e2
4.9588945e1 -2.0e1 -9.9177887e2 -9.9177887e2
5.0901944e1 -2.0e1 -1.01803894e3 -1.01803894e3
5.2214943e1 -2.0e1 -1.04429901e3 -1.04429901e3
5.3527942e1 -2.0e1 -1.07055878e3 -1.07055878e3
5.4840941e1 -2.0e1 -1.09681885e3 -1.09681885e3
5.615394e1 -2.0e1 -1.12307892e3 -1.12307892e3
5.7466939e1 -2.0e1 -1.14933868e3 -1.14933868e3
5.8779938e1 -2.0e1 -1.17559875e3 -1.17559875e3
6.0092937e1 -2.0e1 -1.20185883e3 -1.20185883e3
6.1405936e1 -2.0e1 -1.22811859e3 -1.22811859e3
6.2718935e1 -2.0e1 -1.25437866e3 -1.25437866e3
6.4031934e1 -2.0e1 -1.28063873e3 -1.28063873e3
6.5344933e1 -2.0e1 -1.3068988e3 -1.3068988e3
6.6657932e1 -2.0e1 -1.33315857e3 -1.33315857e3
6.797093e1 -2.0e1 -1.35941864e3 -1.35941864e3
6.928393e1 -2.0e1 -1.38567871e3 -1.38567871e3
7.0596928e1 -2.0e1 -1.41193848e3 -1.41193848e3
7.1909927e1 -2.0e1 -1.43819855e3 -1.43819855e3
7.3222926e1 -2.0e1 -1.46445862e3 -1.46445862e3
7.4535925e1 -2.0e1 -1.49071838e3 -1.49071838e3
